,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
516,BG95711,California,16477.47799,No,Extended,College,2/22/11,Employed,F,57264,Rural,Divorced,84,0.0,30,1.0,2,Personal Auto,Personal L3,Offer1,Branch,129.249842,Four-Door Car,Medsize,nan
517,IX32007,California,2864.820306,No,Basic,Bachelor,1/6/11,Unemployed,M,0,Suburban,Single,109,2.0,8,4.0,1,Personal Auto,Personal L2,Offer3,Call Center,1145.746845,SUV,Small,nan
518,CI30899,California,4737.411455,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,68,2.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Small,A
519,ES90681,California,2417.759961,No,Basic,College,2/26/11,Employed,F,51808,Suburban,Married,61,3.0,12,1.0,1,Personal Auto,Personal L2,Offer1,Agent,351.149904,Four-Door Car,Small,nan
520,JO17193,Washington,2300.691547,Yes,Basic,Bachelor,1/15/11,Retired,M,25905,Suburban,Divorced,63,21.0,12,0.0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Large,nan
521,CT18212,California,6874.84827,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,96,35.0,27,0.0,6,Personal Auto,Personal L2,Offer4,Agent,691.2,Four-Door Car,Medsize,nan
522,XO78284,Arizona,3887.324208,No,Extended,Master,1/20/11,Employed,M,96335,Rural,Single,97,7.0,43,0.0,1,Personal Auto,Personal L3,Offer1,Branch,161.388136,Four-Door Car,Small,A
523,LX24476,Oregon,3619.060986,No,Extended,Bachelor,1/24/11,Unemployed,F,0,Urban,Married,98,27.0,47,0.0,1,Personal Auto,Personal L3,Offer2,Web,310.842085,Four-Door Car,Medsize,A
524,WY58284,California,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6.0,85,0.0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,nan
525,EO42272,California,10148.41973,No,Basic,Bachelor,1/11/11,Employed,F,44856,Suburban,Divorced,66,24.0,71,1.0,2,Corporate Auto,Corporate L3,Offer4,Branch,316.8,Four-Door Car,Small,A
526,KA62636,Oregon,4928.001408,No,Basic,High School or Below,1/26/11,Employed,M,97917,Urban,Single,67,14.0,32,5.0,3,Personal Auto,Personal L2,Offer4,Agent,279.184512,Two-Door Car,Medsize,A
527,SY36127,California,2874.08847,No,Basic,Master,2/28/11,Employed,F,33462,Rural,Married,72,12.0,9,0.0,1,Personal Auto,Personal L3,Offer2,Branch,112.425578,Four-Door Car,Medsize,nan
528,WA94988,California,19327.87406,No,Extended,Bachelor,2/3/11,Employed,F,57245,Suburban,Single,124,25.0,15,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,681.577742,Sports Car,Small,A
529,KD69941,California,4941.650159000000,No,Extended,Bachelor,1/11/11,Unemployed,M,0,Suburban,Single,137,17.0,5,0.0,1,Personal Auto,Personal L3,Offer3,Branch,986.4,SUV,Medsize,nan
530,NI27358,Arizona,7255.137772,No,Basic,College,2/21/11,Employed,F,67352,Urban,Married,181,7.0,80,1.0,1,Personal Auto,Personal L3,Offer3,Branch,560.947563,Luxury Car,Small,nan
531,WG15595,California,2759.618207,No,Basic,College,1/9/11,Employed,M,64388,Suburban,Married,69,,51,,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Two-Door Car,Small,nan
532,UM83813,Oregon,13379.81103,No,Basic,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,194,13.0,83,0.0,3,Personal Auto,Personal L1,Offer3,Web,1396.8,Luxury SUV,Small,nan
533,CR48975,Washington,24084.5352,No,Basic,High School or Below,2/2/11,Employed,M,65196,Suburban,Married,67,0.0,54,0.0,2,Personal Auto,Personal L2,Offer4,Branch,396.082036,Four-Door Car,Medsize,nan
534,UY61913,Oregon,8847.444221,No,Basic,College,2/11/11,Disabled,M,17950,Urban,Married,118,34.0,24,0.0,4,Personal Auto,Personal L2,Offer1,Agent,425.489592,SUV,Medsize,nan
535,KO44736,Oregon,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,525.6,Two-Door Car,Small,nan
536,AY35539,Oregon,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,,2,,1,Personal Auto,Personal L2,Offer2,Web,61.769564,Four-Door Car,Medsize,nan
537,WX33904,Arizona,6355.678846,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Divorced,61,25.0,79,0.0,2,Special Auto,Special L2,Offer1,Branch,292.8,Two-Door Car,Medsize,nan
538,YP40334,Oregon,5308.246978,No,Premium,Doctor,1/17/11,Unemployed,F,0,Rural,Single,145,29.0,70,0.0,1,Personal Auto,Personal L2,Offer2,Web,358.765757,SUV,Medsize,A
539,MW57614,Arizona,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize,A
540,SS63511,California,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Corporate Auto,Corporate L3,Offer2,Agent,178.006524,Sports Car,Medsize,nan
541,BK73302,California,3167.888725,No,Extended,Bachelor,2/17/11,Employed,M,61638,Suburban,Divorced,82,,55,,1,Corporate Auto,Corporate L3,Offer2,Web,544.3400790000000,Four-Door Car,Medsize,A
542,JL41129,California,7986.191274,No,Basic,Bachelor,1/19/11,Employed,M,74217,Urban,Married,100,35.0,3,0.0,6,Personal Auto,Personal L1,Offer2,Branch,418.005524,SUV,Large,nan
543,KT26739,Nevada,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Branch,55.510526,Four-Door Car,Large,nan
544,NZ98813,California,13840.16012,No,Basic,High School or Below,2/11/11,Medical Leave,F,29658,Suburban,Divorced,119,20.0,66,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,SUV,Medsize,nan
545,LB25094,California,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Special Auto,Special L2,Offer2,Web,61.769564,Four-Door Car,Medsize,A
546,LZ98947,Nevada,24238.66071,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Suburban,Single,109,19.0,49,2.0,2,Personal Auto,Personal L1,Offer1,Branch,784.8,SUV,Medsize,A
547,FL85008,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,,,nan
548,HF75276,Nevada,3052.629532,No,Extended,High School or Below,1/12/11,Unemployed,F,0,Suburban,Divorced,93,15.0,31,3.0,1,Personal Auto,Personal L3,Offer1,Branch,446.4,Four-Door Car,Large,A
549,BX45636,California,9161.655119,No,Basic,High School or Below,1/15/11,Employed,F,91763,Urban,Married,113,22.0,64,0.0,3,Special Auto,Special L3,Offer1,Call Center,441.992043,SUV,Small,nan
550,QB26845,Oregon,11578.12643,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Suburban,Single,115,21.0,46,0.0,2,Personal Auto,Personal L3,Offer1,Agent,1163.620366,SUV,Medsize,A
551,CR37971,Oregon,3900.906002,No,Extended,Bachelor,2/9/11,Employed,M,95018,Urban,Married,97,21.0,81,0.0,1,Personal Auto,Personal L2,Offer2,Web,315.879728,Four-Door Car,Large,nan
552,NE85389,Oregon,23903.68234,No,Basic,High School or Below,1/10/11,Unemployed,F,0,Suburban,Married,74,12.0,72,1.0,2,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Medsize,nan
553,WC28543,Arizona,2399.17815,No,Basic,Bachelor,1/23/11,Disabled,M,20992,Suburban,Married,64,21.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,307.2,Two-Door Car,Medsize,nan
554,AU23837,Oregon,5010.37931,No,Basic,Bachelor,1/19/11,Employed,F,64014,Urban,Single,63,26.0,27,0.0,7,Corporate Auto,Corporate L3,Offer1,Agent,295.871784,,,A
555,OB52091,Washington,8112.323843000000,No,Basic,Bachelor,2/9/11,Employed,M,87403,Suburban,Divorced,68,1.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Agent,456.290338,Four-Door Car,Medsize,A
556,TU27563,Oregon,3647.24611,No,Extended,Bachelor,1/10/11,Employed,F,20694,Suburban,Married,94,29.0,89,1.0,1,Personal Auto,Personal L2,Offer2,Branch,451.2,Two-Door Car,Medsize,A
557,GD89605,Oregon,5384.532684000000,No,Basic,Master,2/12/11,Employed,F,59364,Suburban,Married,67,25.0,56,0.0,5,Corporate Auto,Corporate L1,Offer4,Agent,321.6,Four-Door Car,Small,A
558,DE71115,Washington,2772.502139,No,Basic,High School or Below,1/15/11,Employed,M,68463,Suburban,Married,70,19.0,67,1.0,1,Personal Auto,Personal L1,Offer2,Call Center,336.0,Four-Door Car,Medsize,nan
559,NP91656,California,4911.773088,No,Basic,Bachelor,1/9/11,Unemployed,F,0,Suburban,Single,69,26.0,33,0.0,9,Personal Auto,Personal L2,Offer4,Agent,496.8,Four-Door Car,Medsize,A
560,FQ24781,Oregon,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L1,Offer2,Web,42.689135,Four-Door Car,Medsize,nan
561,ZQ96022,Oregon,9594.78115,No,Extended,College,2/2/11,Employed,F,31421,Suburban,Married,81,5.0,95,0.0,2,Personal Auto,Personal L3,Offer3,Web,388.8,Two-Door Car,Medsize,nan
562,KN34250,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,619.2,SUV,Medsize,A
563,SI60881,Oregon,9217.978125,No,Basic,Bachelor,1/12/11,Employed,F,26351,Suburban,Divorced,119,14.0,87,0.0,7,Personal Auto,Personal L2,Offer3,Branch,571.2,SUV,Medsize,A
564,XD19934,Oregon,10506.93706,No,Extended,High School or Below,2/25/11,Employed,M,61650,Rural,Single,88,8.0,2,0.0,2,Personal Auto,Personal L3,Offer2,Web,117.470445,Four-Door Car,Medsize,A
565,OU79745,California,7619.482766,No,Premium,College,2/2/11,Unemployed,M,0,Suburban,Divorced,105,5.0,42,0.0,5,Personal Auto,Personal L3,Offer1,Agent,504.0,Four-Door Car,Medsize,nan
566,MN62189,California,8991.98452,No,Basic,High School or Below,1/19/11,Medical Leave,F,17331,Suburban,Divorced,117,13.0,39,0.0,6,Personal Auto,Personal L2,Offer1,Agent,1138.255325,SUV,Medsize,nan
567,QW21716,Nevada,4923.950434,No,Basic,Bachelor,1/30/11,Employed,M,31093,Suburban,Married,63,3.0,78,0.0,3,Personal Auto,Personal L2,Offer2,Branch,302.4,Four-Door Car,Medsize,A
568,LC20778,Nevada,18745.39592,No,Extended,Master,2/27/11,Medical Leave,F,27229,Suburban,Single,99,20.0,9,0.0,2,Personal Auto,Personal L2,Offer3,Agent,475.2,Four-Door Car,Small,A
569,PR31642,Oregon,4525.276524,No,Basic,Bachelor,1/29/11,Employed,F,32802,Suburban,Married,114,31.0,8,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,547.2,SUV,Medsize,nan
570,UE75424,California,10732.50747,No,Extended,Doctor,2/22/11,Employed,M,75728,Rural,Married,133,24.0,68,0.0,4,Corporate Auto,Corporate L3,Offer1,Call Center,44.15906500000000,SUV,Medsize,nan
571,FK37308,Oregon,2703.466256,No,Basic,Doctor,2/24/11,Unemployed,F,0,Rural,Married,72,19.0,48,0.0,1,Corporate Auto,Corporate L3,Offer3,Call Center,41.927219,Two-Door Car,Medsize,A
572,TU25694,Oregon,2458.746211,No,Basic,High School or Below,1/6/11,Unemployed,M,0,Suburban,Single,70,20.0,44,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,504.0,Four-Door Car,Medsize,A
573,GC40999,Oregon,11790.49617,Yes,Basic,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize,nan
574,WR85740,,8149.769437000000,,Basic,Doctor,1/26/11,Unemployed,F,0,Suburban,Married,71,28.0,76,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,340.8,Two-Door Car,Medsize,A
575,MP85571,Arizona,5558.31428,No,Premium,Bachelor,2/20/11,Unemployed,F,0,Suburban,Single,188,5.0,61,4.0,1,Personal Auto,Personal L2,Offer3,Agent,2156.011022,SUV,Medsize,A
576,LS46182,Nevada,2678.457672,No,Extended,Bachelor,2/11/11,Unemployed,M,0,Suburban,Single,83,3.0,85,1.0,1,Personal Auto,Personal L2,Offer1,Branch,398.4,Four-Door Car,Medsize,A
577,GQ46925,Arizona,5821.684337,No,Premium,High School or Below,2/15/11,Employed,M,77563,Urban,Married,143,35.0,58,0.0,1,Personal Auto,Personal L1,Offer4,Call Center,545.9996990000000,,,nan
578,GR31499,Oregon,2541.627614,No,Basic,Master,1/19/11,Employed,F,23692,Suburban,Married,65,26.0,27,2.0,1,Personal Auto,Personal L3,Offer3,Agent,312.0,Two-Door Car,Medsize,nan
579,FS76657,Oregon,5471.83429,No,Basic,College,2/6/11,Employed,F,53526,Urban,Married,68,27.0,69,0.0,4,Personal Auto,Personal L3,Offer1,Agent,278.902846,Four-Door Car,Medsize,A
580,NW21079,Washington,4879.3848130000000,No,Basic,Master,1/14/11,Employed,F,67163,Rural,Married,61,17.0,41,2.0,5,Personal Auto,Personal L1,Offer1,Call Center,33.192803000000000,Two-Door Car,Small,A
581,DG80424,Washington,2691.568951,No,Basic,College,1/24/11,Employed,F,77411,Urban,Married,67,,63,,1,Personal Auto,Personal L2,Offer2,Agent,257.900458,Four-Door Car,Medsize,nan
582,KE36052,Arizona,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Corporate Auto,Corporate L1,Offer2,Call Center,496.474767,Two-Door Car,Medsize,nan
583,BU72276,California,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,nan
584,CK36026,Arizona,3440.361969,No,Extended,Bachelor,2/5/11,Medical Leave,F,23870,Suburban,Married,91,4.0,92,0.0,1,Personal Auto,Personal L3,Offer2,Web,500.577875,Two-Door Car,Medsize,A
585,GY23881,Oregon,4782.349875,No,Basic,High School or Below,2/28/11,Employed,M,81687,Suburban,Single,61,7.0,77,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,292.8,Four-Door Car,Medsize,nan
586,GZ79662,Arizona,5484.588155,No,Basic,High School or Below,2/21/11,Employed,M,47611,Suburban,Married,69,17.0,65,0.0,4,Corporate Auto,Corporate L3,Offer2,Call Center,593.654484,,,nan
587,FJ28407,California,5619.6890840000000,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25.0,5,0.0,1,Personal Auto,Personal L1,Offer2,Web,1027.0000290000000,SUV,Medsize,A
588,NJ43658,California,22721.47396,No,Basic,Master,1/11/11,Disabled,M,21724,Suburban,Married,198,4.0,51,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,1505.230405,Luxury SUV,Large,A
589,LK35963,California,17019.0061,No,Basic,Bachelor,2/1/11,Employed,F,89601,Rural,Married,70,,8,,2,Personal Auto,Personal L3,Offer2,Branch,117.01546300000000,Two-Door Car,Medsize,A
590,QM38267,Arizona,2666.05454,No,Basic,High School or Below,1/21/11,Employed,F,86321,Suburban,Married,66,7.0,25,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,316.8,Four-Door Car,Medsize,nan
591,VZ59523,Arizona,5704.977144,No,Basic,Doctor,1/21/11,Employed,M,50695,Rural,Married,71,31.0,30,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,110.567069,Two-Door Car,Large,A
592,IX10511,California,3875.541141,No,Basic,College,2/8/11,Unemployed,M,0,Suburban,Single,117,11.0,29,0.0,1,Personal Auto,Personal L3,Offer1,Branch,842.4,Sports Car,Medsize,nan
593,UF36353,Oregon,10914.20446,No,Extended,College,1/2/11,Employed,M,71656,Rural,Married,137,3.0,88,0.0,8,Special Auto,Special L3,Offer3,Branch,61.915326,SUV,Medsize,nan
594,DM59806,California,3571.3460700000000,No,Extended,Doctor,2/13/11,Employed,F,73853,Suburban,Single,89,7.0,35,0.0,1,Personal Auto,Personal L3,Offer2,Agent,427.2,Four-Door Car,Small,A
595,TN17395,,22103.5072,,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,A
596,VQ20924,Arizona,7138.167712,No,Extended,High School or Below,2/10/11,Disabled,F,19794,Suburban,Married,93,24.0,80,0.0,8,Corporate Auto,Corporate L3,Offer2,Agent,603.077136,Two-Door Car,Large,nan
597,EP64069,,5138.244998,,Basic,Bachelor,1/8/11,Employed,F,72264,Urban,Married,64,2.0,66,0.0,9,Corporate Auto,Corporate L3,Offer3,Web,272.649844,Four-Door Car,Medsize,nan
598,OW33876,Washington,2476.480866,No,Basic,College,2/14/11,Employed,F,47918,Urban,Married,62,,51,,1,Corporate Auto,Corporate L3,Offer2,Call Center,246.256648,Two-Door Car,Medsize,A
599,QK18099,Washington,5375.842787,No,Basic,College,1/12/11,Employed,F,69050,Suburban,Married,67,17.0,38,0.0,3,Personal Auto,Personal L2,Offer3,Web,334.8924370000000,Four-Door Car,Large,nan
600,IM41800,Nevada,8268.272933,No,Basic,College,2/2/11,Employed,M,95419,Suburban,Married,70,6.0,61,3.0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Medsize,A
601,OA92714,California,5055.902381,No,Basic,Bachelor,1/10/11,Employed,F,88989,Urban,Married,63,19.0,28,1.0,3,Personal Auto,Personal L3,Offer3,Call Center,232.745161,,,A
602,LZ12396,Arizona,4795.387295,No,Basic,Bachelor,2/5/11,Employed,F,33068,Urban,Married,61,6.0,77,1.0,6,Personal Auto,Personal L1,Offer1,Branch,213.038013,Four-Door Car,Medsize,nan
603,BC77846,Nevada,6325.030596000000,No,Extended,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,89,4.0,86,0.0,7,Personal Auto,Personal L2,Offer3,Agent,614.572672,Two-Door Car,Medsize,A
604,CC15295,Oregon,9743.350113,No,Extended,Bachelor,1/21/11,Employed,F,24028,Suburban,Married,82,14.0,27,0.0,2,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small,nan
605,OD18225,,6631.665538,,Extended,College,1/18/11,Employed,M,32918,Suburban,Married,84,33.0,69,0.0,3,Personal Auto,Personal L2,Offer3,Agent,403.2,Four-Door Car,Medsize,A
606,QC55306,Washington,31162.6933,No,Extended,High School or Below,1/15/11,Employed,M,83170,Urban,Married,97,0.0,53,0.0,2,Personal Auto,Personal L2,Offer2,Agent,344.118069,Four-Door Car,Medsize,nan
607,BT57285,California,4563.872603,No,Extended,High School or Below,2/13/11,Unemployed,M,0,Suburban,Married,124,32.0,39,0.0,1,Personal Auto,Personal L1,Offer1,Agent,595.2,SUV,Medsize,A
608,CT88432,Arizona,4883.805481,No,Basic,Bachelor,2/17/11,Employed,F,58682,Urban,Married,61,24.0,34,0.0,4,Corporate Auto,Corporate L3,Offer1,Branch,206.810286,Four-Door Car,Medsize,nan
609,LE41874,Nevada,5140.1128900000000,No,Extended,High School or Below,1/8/11,Unemployed,F,0,Suburban,Married,138,22.0,18,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,900.6173640000000,SUV,Small,A
610,DV62119,Arizona,3548.148767,No,Extended,Doctor,2/28/11,Employed,F,76114,Suburban,Married,88,6.0,97,0.0,1,Personal Auto,Personal L3,Offer2,Agent,422.4,Four-Door Car,Medsize,nan
611,DQ79499,Oregon,10541.10977,No,Extended,Doctor,2/11/11,Employed,F,59965,Suburban,Married,131,7.0,54,0.0,7,Personal Auto,Personal L2,Offer1,Branch,905.030448,SUV,Medsize,A
612,NJ72300,Oregon,8009.028202000000,No,Basic,Bachelor,1/25/11,Unemployed,F,0,Suburban,Married,107,,8,,3,Personal Auto,Personal L3,Offer2,Web,740.963933,SUV,Small,A
613,GE20220,Oregon,7606.7089800000000,No,Extended,Bachelor,2/25/11,Employed,F,47778,Rural,Married,96,2.0,81,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,173.80879,Four-Door Car,Medsize,A
614,UQ85283,California,30763.25637,No,Basic,Bachelor,1/6/11,Employed,M,41279,Rural,Single,115,1.0,30,0.0,2,Personal Auto,Personal L3,Offer3,Agent,251.429988,Sports Car,Medsize,A
615,VS20668,Nevada,2726.834065,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,73,8.0,63,0.0,1,Personal Auto,Personal L3,Offer4,Branch,376.923839,Four-Door Car,Medsize,A
616,EO17010,California,4751.280948,No,Basic,Master,2/12/11,Employed,M,30887,Urban,Married,119,15.0,18,0.0,1,Personal Auto,Personal L3,Offer3,Agent,444.167713,SUV,Large,A
617,NF82527,Arizona,2631.564135,No,Basic,Bachelor,1/8/11,Unemployed,M,0,Suburban,Married,71,11.0,68,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,340.8,Two-Door Car,Large,A
618,HE29300,California,38545.70689,No,Basic,College,1/14/11,Employed,M,41104,Urban,Married,109,4.0,10,0.0,2,Corporate Auto,Corporate L2,Offer4,Call Center,440.030847,SUV,Large,nan
619,ZG17326,Oregon,4988.579794000000,No,Basic,Bachelor,2/11/11,Employed,M,38928,Suburban,Married,64,14.0,18,0.0,8,Personal Auto,Personal L2,Offer2,Agent,326.6600510000000,Four-Door Car,Large,A
620,QF55724,California,2609.533154,No,Basic,Bachelor,2/20/11,Employed,M,60798,Suburban,Married,66,21.0,57,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,nan
621,KP77095,Arizona,15470.59658,No,Premium,Bachelor,2/8/11,Employed,F,68086,Rural,Married,194,34.0,6,0.0,3,Corporate Auto,Corporate L2,Offer2,Web,218.342169,SUV,Large,A
622,HE20556,Arizona,5324.38786,No,Basic,Bachelor,1/18/11,Employed,F,31561,Suburban,Divorced,68,8.0,62,0.0,7,Personal Auto,Personal L3,Offer3,Web,326.4,Four-Door Car,Medsize,A
623,CT83377,Washington,3763.637743,No,Extended,High School or Below,2/21/11,Employed,M,93595,Rural,Married,97,15.0,30,4.0,1,Special Auto,Special L2,Offer4,Agent,49.797016,Four-Door Car,Medsize,A
624,CP98451,Oregon,9057.935331,No,Basic,College,1/2/11,Employed,F,91025,Urban,Married,112,,37,,9,Personal Auto,Personal L3,Offer1,Agent,327.682669,SUV,Medsize,A
625,HN60464,California,6105.801637,No,Extended,Bachelor,2/16/11,Unemployed,M,0,Urban,Married,84,0.0,57,0.0,5,Personal Auto,Personal L2,Offer3,Branch,395.740207,Four-Door Car,Medsize,A
626,GF35623,California,5886.615741,No,Extended,High School or Below,1/23/11,Unemployed,F,0,Suburban,Single,81,,37,,4,Personal Auto,Personal L2,Offer1,Branch,583.2,Four-Door Car,Small,nan
627,PD66941,Arizona,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A
628,CZ84042,Oregon,2660.931663,No,Basic,High School or Below,1/25/11,Employed,F,53333,Rural,Married,66,4.0,34,0.0,1,Personal Auto,Personal L1,Offer2,Branch,22.945038,Two-Door Car,Medsize,A
629,QL54532,California,3870.356928,No,Basic,Master,1/17/11,Unemployed,M,0,Suburban,Single,106,8.0,65,0.0,1,Personal Auto,Personal L2,Offer1,Web,508.8,SUV,Medsize,nan
630,HX21307,Oregon,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6.0,27,0.0,1,Personal Auto,Personal L3,Offer1,Agent,316.8,Two-Door Car,Medsize,nan
631,SX20211,Oregon,8110.305608,No,Premium,College,1/22/11,Employed,M,52548,Suburban,Married,101,10.0,1,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,587.504777,Four-Door Car,Medsize,A
632,ZU88796,Arizona,2448.811216,No,Basic,Bachelor,1/21/11,Employed,F,87802,Urban,Married,63,2.0,43,5.0,1,Personal Auto,Personal L2,Offer2,Agent,173.899238,Four-Door Car,Small,nan
